Sample_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,
ACH-001279,SCCOHT-1,SCCOHT1,SCCOHT1_OVARY,,,Unknown,Academic lab,2,-3.55245700970026,not found,not found,41,CVCL_VU69,,ovary,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,,ovary,SCCOHT,,,
ACH-002046,HTMMT,HTMMT,HTMMT_ENDOMETRIUM,,,Female,RIKEN,2,-4.99678725359612,Adherent,HamF12+15%FBS,85.9,,,endometrium,Primary,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT),66,,,uterus,MMMT,,,
ACH-001412,UM-UC-10,UMUC10,UMUC10_URINARY_TRACT,,,Unknown,Sigma-Aldrich,2,-4.29634393291508,Adherent,EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA),91.5,CVCL_2744,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-000001,NIH:OVCAR-3,NIHOVCAR3,NIHOVCAR3_OVARY,OVCAR3,905933,Female,ATCC,,,,,,CVCL_0465,2201,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",60,SIDM00105,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000978,EN,EN,EN_ENDOMETRIUM,,1240127,Female,DSMZ,2,-1.99435801891752,Adherent,RPMI + 10% FBS,72,CVCL_2034,1919,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50,SIDM01045,,uterus,endometrial_adenocarcinoma,,,
ACH-001625,OSC-19,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362,Male,JCRB,,,,,,CVCL_3086,1253,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,61,SIDM00566,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000022,PA-TU-8988S,PATU8988S,PATU8988S_PANCREAS,,,Female,DSMZ,2,-4.87259707423847,Adherent,DMEM + 10% FBS + 2mM Glutamax,93.7,CVCL_1846,,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",64,SIDM00452,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910861,Male,ATCC,2,-3.89603328232219,Suspension,RPMI + 20% FBS,73,CVCL_1660,1273,ascites,,Lymphoma,"B-cell, Non-Hodgkins",52,SIDM01089,,lymphocyte,non_hodgkin_lymphoma,b_cell,,
ACH-000864,COLO 684,COLO684,COLO684_ENDOMETRIUM,,910691,Female,ECACC,0,-0.544962998472463,Suspension,RPMI + 10% FBS + 2mM Glutamine,83.4,CVCL_1132,218,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,63,SIDM00142,,uterus,endometrial_adenocarcinoma,,,
ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,,909732,Female,ATCC,2,-3.31989084355059,Adherent,EMEM + 10% FBS,49.6,CVCL_0533,725,endometrium,Primary,Sarcoma,Leiomyosarcoma,75,SIDM01113,,soft_tissue,leiomyosarcoma,,,
ACH-000228,BICR 31,BICR31,BICR31_UPPER_AERODIGESTIVE_TRACT,,1290725,Male,ECACC,2,-3.48170186563758,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,55.7,CVCL_2312,940,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00078,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-000274,Hs 852.T,HS852T,HS852T_SKIN,,,Male,ATCC,2,-3.32973829868507,,DMEM + 10% FBS,93.9,CVCL_0950,,skin,,Skin Cancer,Melanoma,53,,,skin,melanoma,,,
ACH-001496,ESO26,ESO26,ESO26_OESOPHAGUS,,1503366,Male,Sigma-Aldrich,2,-6.04985872252142,Loosely Adherent,RPMI 1640 + 10% FBS + 2 mM Glutamine,92.3,CVCL_2035,1680,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,56,SIDM00539,,esophagus,esophagus_adenocarcinoma,,,
ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,,910399,Male,ATCC,2,-5.41870596278649,Adherent,RPMI + 10% FBS,84.8,CVCL_1594,484,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59,SIDM01150,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,,907047,Female,ATCC,3,-5.8562531901394,Adherent,RPMI + 10% FBS,97.4,CVCL_1258,1317,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00875,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,
ACH-000160,BT-12,BT12,BT12_SOFT_TISSUE,,,Female,Academic lab,2,-3.57514502107109,Adherent,DMEM, 10% FBS,78.7,CVCL_M155,,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),0.1,,,soft_tissue,ATRT,,
ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,,908130,Female,DSMZ,,,,,,CVCL_1406,920,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,68,SIDM00334,,uterus,endometrial_adenocarcinoma,,,
ACH-002069,HS-Os-1,HSOS1,HSOS1_BONE,,,Female,RIKEN,2,-4.04624100533647,Adherent,DMEM+10%FBS,58.3,,,bone,Primary,Bone Cancer,Osteosarcoma,11,,,bone,osteosarcoma,,,
ACH-001318,PLC/PRF/5,PLCPRF5,PLCPRF5_LIVER,,,Male,ATCC,2,-3.71822868260215,Adherent,DMEM + 10% FBS,84.3,CVCL_0485,,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,,,liver,hepatocellular_carcinoma,,,
ACH-000804,NB-1,NB1,NB1_AUTONOMIC_GANGLIA,,949179,Male,HSRRB,3,-2.76096140562563,Adherent,RPMI + 10% FBS,64.4,CVCL_1440,127,lymph_node,Metastasis,Neuroblastoma,,2,SIDM00578,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,
ACH-000781,NCI-H2023,NCIH2023,NCIH2023_LUNG,,1240187,Male,ATCC,4,-5.5369292257323,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,84.8,CVCL_1515,1266,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",26,SIDM00753,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000123,COV434,COV434,COV434_OVARY,,,Female,ECACC,3,-3.9935766878444,Adherent,DMEM + 10% FBS + 2mM L-glutamine,43,CVCL_2010,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,,,ovary,ovary_adenocarcinoma,endometrioid,,
ACH-000819,LN-18,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168,Male,ATCC,2,-3.92283456253446,Adherent,DMEM + 5% FBS,80.5,CVCL_0392,1503,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,SIDM00685,,central_nervous_system,glioma,glioblastoma,,
ACH-000291,OV-90,OV90,OV90_OVARY,,1240197,Female,ATCC,2,-4.76327894333278,Adherent,MCDB 105:Medium 199 (1:1) + 10% FBS + 1.5g/l Sodium bicarbonate,87.6,CVCL_3768,1327,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",64,SIDM01141,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000996,HEC-251,HEC251,HEC251_ENDOMETRIUM,,,Female,HSRRB,2,-2.95119067813031,,EMEM + 0.15% FBS,82.6,CVCL_2927,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,,
ACH-000701,RMUG-S,RMUGS,RMUGS_OVARY,,,Female,HSRRB,2,-2.74831748499568,,F12 + 10% FBS,64.7,CVCL_3158,,ovary,Primary,Ovarian Cancer,"Cystadenocarcinoma, mucinous",62,,,ovary,ovary_adenocarcinoma,mucinous,,
ACH-000936,EFO-27,EFO27,EFO27_OVARY,,906852,Female,DSMZ,2,-3.85274856455058,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,71.8,CVCL_1192,1497,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",36,SIDM01051,,ovary,ovary_adenocarcinoma,endometrioid,,
ACH-000826,CAL-12T,CAL12T,CAL12T_LUNG,,753540,Male,DSMZ,2,-2.37947382985216,Adherent,DMEM + 10% heat inactivated FBS,84.2,CVCL_1105,2252,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00939,,lung,NSCLC,,,
ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,,905939,Female,ATCC,2,-4.4477574700005,Adherent,McCoy's 5A + 10% FBS,85.2,CVCL_0320,1212,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,44,SIDM00136,,colorectal,colorectal_adenocarcinoma,,,
ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,,687592,Female,HSRRB,2,-4.77872776073741,,DMEM + 10% FBS,78.9,CVCL_1796,61,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00315,,central_nervous_system,glioma,glioblastoma,,
ACH-000649,786-O,786O,786O_KIDNEY,,905947,Male,ATCC,3,-4.26908941313486,Adherent,RPMI + 10% FBS,63.5,CVCL_1051,301,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",58,SIDM00125,,kidney,renal_cell_carcinoma,clear_cell,,
ACH-001411,UM-UC-5,UMUC5,UMUC5_URINARY_TRACT,,,Female,Sigma-Aldrich,2,-2.66385712383536,Adherent,EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA),89.9,CVCL_2750,,urinary_tract,Primary,Bladder Cancer,Squamous Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_squamous,,
ACH-000161,COR-L105,CORL105,CORL105_LUNG,,906805,Male,ECACC,1,-3.18805717348772,Adherent,RPMI 1640 + 15% FBS + 1% L-glutamine,85.4,CVCL_1138,22,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00513,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000758,MKN74,MKN74,MKN74_STOMACH,,,Male,HSRRB,2,-3.91497594469942,,RPMI + 10% FBS,92.7,CVCL_2791,,liver,Metastasis,Gastric Cancer,Adenocarcinoma,37,SIDM00248,,gastric,gastric_adenocarcinoma,,,
ACH-001795,94T778,94T778,94T778_SOFT_TISSUE,,,Female,Academic lab,2,-5.06049287771701,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,89,,,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,,
ACH-000488,TE-11,TE11,TE11_OESOPHAGUS,,946354,Male,RIKEN,2,-4.85944045822215,,RPMI + 10% FBS,94.9,CVCL_1761,2073,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM00348,,esophagus,esophagus_squamous,,,
ACH-001016,Becker,BECKER,BECKER_CENTRAL_NERVOUS_SYSTEM,,906746,Male,HSRRB,,,,,,CVCL_1093,2090,central_nervous_system,,Brain Cancer,Glioma,57,SIDM00490,,central_nervous_system,glioma,,,
ACH-001509,H357,H357,H357_UPPER_AERODIGESTIVE_TRACT,,,Male,Sigma-Aldrich,2,-2.40946109575755,Adherent,DMEM:HAMS F12 (1:1 mix) + 10%FBS + 2mM Glutamine + 0.5 ug/ml sodium hydrocortisone succinate,92.3,CVCL_2462,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",74,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,,
ACH-000335,MSTO-211H,MSTO211H,MSTO211H_PLEURA,,908152,Male,ATCC,2,-2.29938898325282,Adherent,RPMI + 10% FBS,80.5,CVCL_1430,209,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,62,SIDM00640,,lung,mesothelioma,,,
ACH-000252,LS1034,LS1034,LS1034_LARGE_INTESTINE,,917486,Male,ATCC,0,-2.30346576083748,Adherent,RPMI + 10% FBS,84.3,CVCL_1382,1756,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,54,SIDM00681,,colorectal,colorectal_adenocarcinoma,,,
ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788,Male,ATCC,2,-3.48425562363389,Mixed adherent and suspension,RPMI + 10% FBS,97.2,CVCL_1379,2080,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50,SIDM00683,,prostate,prostate_adenocarcinoma,,,
ACH-001814,OS252,OS252,OS252_BONE,,,Unknown,Academic lab,2,-2.17467088877428,Adherent,EMEM + 20% FBS + 1% Na-Pyruvate + 1% NEAA,66.6,CVCL_WU66,,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,,
ACH-000441,SH-4,SH4,SH4_SKIN,,909713,Female,ATCC,2,-4.09915965693844,Mixed adherent and suspension,DMEM + 10% FBS,47.4,CVCL_1692,1179,pleural_effusion,Metastasis,Skin Cancer,Melanoma,60,SIDM01079,,skin,melanoma,,,
ACH-001413,UM-UC-11,UMUC11,UMUC11_URINARY_TRACT,,,Male,Sigma-Aldrich,2,-3.04918187655468,Adherent,EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA),81.9,CVCL_2745,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-000334,DB,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906832,Male,ATCC,2,-2.46346504054815,Suspension,RPMI + 10% FBS,58.8,CVCL_1168,1185,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),45,SIDM00886,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327766,Female,DSMZ,2,-3.69130829862285,,DMEM:IMDM (1:1) + 20% FBS,97.6,CVCL_2078,905,bone_marrow,Primary,Myeloma,Multiple Myeloma,57,SIDM01036,,plasma_cell,multiple_myeloma,,,
ACH-001645,SEKI,SEKI,SEKI_SKIN,,,Female,JCRB,2,-3.04186036578001,Suspension,RPMI 1640 + 20% FBS,72.5,CVCL_3162,,skin,Primary,Skin Cancer,Melanoma,28,,,skin,melanoma,,,
ACH-000718,NCI-H2291,NCIH2291,NCIH2291_LUNG,,724874,Male,ATCC,3,-3.75396771570572,Adherent,RPMI + 10% FBS,70.3,CVCL_1546,917,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00728,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000976,HuCCT1,HUCCT1,HUCCT1_BILIARY_TRACT,,907069,Male,HSRRB,2,-3.66861864030325,,RPMI + 10% FBS,91.4,CVCL_0324,1213,ascites,Metastasis,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00587,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-001624,Onda 9,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2,-2.19836738022998,Adherent,DMEM + 10% FBS,77,CVCL_1R14,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,,,central_nervous_system,glioma,glioblastoma,,
ACH-001549,Lu-135,LU135,LU135_LUNG,,713899,Male,JCRB,2,-4.23091209749901,Suspension,RPMI 1640 + 10% FBS,96.2,CVCL_1389,207,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM00294,,lung,SCLC,,,
ACH-000843,HARA,HARA,HARA_LUNG,,1240142,Male,HSRRB,2,-4.06775294132613,Adherent,RPMI + 10% FBS,60.7,CVCL_2914,350,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM00598,,lung,NSCLC,NSCLC_squamous,,
ACH-000045,MV4,11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV-4-11,908156,Male,ATCC,2,-2.88062268501252,Suspension,IMDM + 10% FBS,89,CVCL_0064,133,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),10,SIDM00657,,blood,AML,,
ACH-000848,JHH-7,JHH7,JHH7_LIVER,,1240160,Male,HSRRB,2,-4.14595068243539,,William's E medium + 10% FBS,79.4,CVCL_2805,1038,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,53,SIDM00614,,liver,hepatocellular_carcinoma,,,
ACH-000263,KASUMI-1,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907275,Male,DSMZ,2,-1.89044998480967,,RPMI + 10% FBS,54.7,CVCL_0589,1196,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",7,SIDM01005,,blood,AML,M2,,
ACH-001970,MM253,MM253,MM253_SKIN,"MM 253, MM-253",,Male,CellBank Australia,2,-2.45617989798209,Adherent,RPMI 1640 (with 2mM L-Glutamine + 25mM HEPES) + 10% FBS,75,,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,,
ACH-000012,HCC827,HCC827,HCC827_LUNG,,1240146,Female,ATCC,3,-4.2429978058806,Adherent,RPMI + 10% FBS,87.3,CVCL_2063,354,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",39,SIDM01067,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000326,JURL-MK1,JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327771,Male,DSMZ,2,-4.56022606982355,,RPMI + 10% FBS,41.8,CVCL_2086,1807,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",73,SIDM01015,,blood,CML,blast_crisis,,
ACH-001374,PA-1 [PA1],PA1,PA1_OVARY,,909255,Female,ATCC,2,-1.55244527666276,Adherent,EMEM (EBSS) + 10% FBS,51.6,CVCL_0479,643,ascites,Metastasis,Ovarian Cancer,,12,SIDM01140,,ovary,mixed_germ_cell,,,
ACH-000861,HOP-62,HOP62,HOP62_LUNG,,905972,Female,Academic lab,3,-4.01952088123082,Adherent,RPMI + 10% FBS,77.4,CVCL_1285,1500,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00133,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000458,CJM,CJM,CJM_SKIN,,,Unknown,RIKEN,2,-3.75695291818658,,F12 + 10% FBS,89.3,CVCL_U797,,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,,
ACH-000498,KO52,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932,Male,HSRRB,1,-1.05107015808513,Suspension,AlphaMEM + 10% heat inactivated FBS,99.6,CVCL_1321,1325,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",46,SIDM00018,,blood,AML,M2,,
ACH-000784,KYSE-70,KYSE70,KYSE70_OESOPHAGUS,,753576,Male,DSMZ,2,-5.23065872083165,,RPMI + 10% FBS,86.4,CVCL_1356,2219,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,77,SIDM01024,,esophagus,esophagus_squamous,,,
ACH-000415,BICR 6,BICR6,BICR6_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2,-3.89538082407836,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,89.4,CVCL_2314,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,,1298526,Female,DSMZ,1,-3.17482619381075,Adherent,DMEM + 10% FBS,55,CVCL_1845,1549,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44,SIDM00455,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000111,HCC1187,HCC1187,HCC1187_BREAST,,749711,Female,ATCC,2,-2.76223376713813,Mixed adherent and suspension,RPMI + 10% FBS,90.8,CVCL_1247,1644,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,41,SIDM00885,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,
ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,,908455,Male,JHSF,2,-4.67909697590408,,RPMI + 10% FBS,83.8,CVCL_1612,1251,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00572,,gastric,gastric_adenocarcinoma,,,
ACH-001634,PGA-1,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-4.43402652991871,Suspension,RPMI 1640 + 10% FBS,92.7,CVCL_Y545,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",,,,blood,CLL,b_cell,,
ACH-000682,SNU-1066,SNU1066,SNU1066_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-4.55341796337438,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,85.2,CVCL_5005,,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,62,SIDM00170,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,,753621,Male,JCRB,2,-4.83648558884277,,RPMI + 10% FBS,91.5,CVCL_1759,1493,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00369,,esophagus,esophagus_squamous,,,
ACH-000774,RERF-LC-Ad2,RERFLCAD2,RERFLCAD2_LUNG,,,Male,HSRRB,2,-2.73605594488349,Adherent,RPMI + 10% FBS,83.6,CVCL_1652,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-001442,A388,A388,A388_SKIN,,910697,Male,ATCC,2,-4.23195513994561,Adherent,DMEM + 10% FBS,86,CVCL_1063,948,lymph_node,Metastasis,Skin Cancer,Squamous Cell Carcinoma,86,SIDM00794,,epidermoid_carcinoma,skin_squamous ,,,
ACH-000213,HUP-T4,HUPT4,HUPT4_PANCREAS,,907286,Male,DSMZ,,,,,,CVCL_1300,618,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",60,SIDM00531,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000860,NCI-H358,NCIH358,NCIH358_LUNG,,908465,Male,ATCC,2,-3.23449319124679,Adherent,,95.3,CVCL_1559,1691,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00718,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000209,SNU-1079,SNU1079,SNU1079_BILIARY_TRACT,,,Male,KCLB,2,-2.49770782003722,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,74.3,CVCL_5008,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00164,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-001050,CW9019,CW9019,CW9019_SOFT_TISSUE,,,Unknown,Academic lab,2,-3.57014402976916,Adherent,DMEM + 10% FBS,80.7,CVCL_N820,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,,
ACH-000884,MDA-MB-435S,MDAMB435S,MDAMB435S_SKIN,,,Unknown,ATCC,2,-4.09778273384494,,RPMI + 10% FBS,77.2,CVCL_0622,,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",31,SIDM01222,,skin,melanoma,amelanotic,,
ACH-000968,COLO 792,COLO792,COLO792_SKIN,,906814,Male,ECACC,2,-3.92776954843037,Adherent,RPMI + 10% FBS + 2mM Glutamine,63.2,CVCL_1134,1467,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62,SIDM00140,,skin,melanoma,,,
ACH-000791,RERF-LC-Ad1,RERFLCAD1,RERFLCAD1_LUNG,,,Male,HSRRB,4,-3.29751457152141,Adherent,RPMI + 10% FBS,87.2,CVCL_1651,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",70,,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000336,OCI-AML3,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1290455,Male,DSMZ,2,-1.98916065579051,,AlphaMEM + 20% FBS,51.6,CVCL_1844,355,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",57,SIDM00462,,blood,AML,M4,,
ACH-001329,ANGM-CSS,ANGMCSS,ANGMCSS_CENTRAL_NERVOUS_SYSTEM,,,Male,Sigma-Aldrich,2,-4.69959685655524,Adherent,DMEM:HAMS F12 (1:1) + 10% FBS + 2mM L-glutamine,79.2,CVCL_2297,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,,,central_nervous_system,glioma,glioblastoma,,
ACH-000217,JHH-6,JHH6,JHH6_LIVER,,1240159,Female,HSRRB,2,-4.97003747282964,Adherent,William's E Medium + 10% FBS,90.7,CVCL_2788,1824,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00615,,liver,hepatocellular_carcinoma,,,
ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,,1240172,Female,ATCC,3,-5.24267007296406,Adherent,RPMI + 10% FBS + 16ug/ml Glutathione,52.7,CVCL_0623,927,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00629,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,
ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062,Male,HSRRB,,,,,,CVCL_1289,99,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64,SIDM00588,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,,907319,Male,DSMZ,2,-2.65769954675426,Adherent,RPMI:F12 (1:1) + 10% FBS,85,CVCL_1350,1518,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,79,SIDM01029,,esophagus,esophagus_squamous,,,
